international,age,semesters_completed,commute_distance_km,financial_need_score,housing_urgency_rating,grades,should_recieve_housing,HO,A1,A2,A3,A4
domestic,24,1,7.7,58.69,7.1,2.97,1,1,0,1,1,1
domestic,20,4,16.5,59.3,3.6,5.8,0,0,0,0,0,0
domestic,22,5,9.1,56.51,6.7,4.56,0,1,0,0,1,0
international,32,10,30.5,64.61,5.7,8.0,0,0,0,1,0,0
international,23,2,54.1,73.38,5.5,C,1,1,1,1,0,1
domestic,24,6,1.9,62.59,4.6,5.65,0,0,0,0,0,0
domestic,22,4,3.2,43.63,4.2,3.93,0,0,0,0,0,0
domestic,20,3,12.1,80.83,6.1,4.21,1,1,1,1,1,1
domestic,19,0,11.5,36.06,3.8,3.91,0,0,0,0,0,0
international,25,7,26.4,67.23,6.3,2.5,1,1,1,1,1,1
domestic,26,4,15.8,72.8,6.6,3.85,1,1,1,1,1,1
domestic,21,3,11.8,40.31,4.6,3.03,0,0,0,0,0,0
domestic,23,1,3.2,35.21,2.8,,0,0,0,0,0,0
domestic,30,3,25.5,40.24,2.7,5.39,0,0,0,0,0,0
domestic,22,6,16.4,29.48,4.2,,0,0,0,0,0,0
domestic,20,1,36.0,44.03,4.3,3.66,0,0,0,0,0,0
domestic,26,7,2.4,61.14,2.5,5.77,0,0,0,0,0,0
domestic,28,3,1.1,32.87,3.4,5.46,0,0,0,0,0,0
domestic,32,9,37.1,64.35,4.0,3.75,0,0,0,0,0,0
domestic,23,7,23.4,42.8,4.3,4.38,0,0,0,0,0,0
international,19,2,31.8,67.34,8.8,4.2,1,1,1,1,1,1
domestic,23,8,43.9,66.72,6.9,4.5,1,1,0,1,0,1
domestic,22,2,30.7,47.79,7.5,4.73,0,1,0,0,0,0
domestic,34,11,23.9,33.03,2.9,3.93,0,0,0,0,0,0
domestic,23,7,19.5,42.53,4.0,4.53,0,0,0,0,0,0
domestic,28,1,11.2,51.57,5.1,4.93,0,0,0,0,1,0
domestic,20,4,0.7,38.82,3.4,4.62,0,0,0,0,0,0
domestic,30,10,36.0,69.87,4.4,,0,0,1,1,0,0
international,29,8,36.6,56.06,4.5,3.1,0,0,0,0,0,0
domestic,28,11,22.2,62.46,4.5,3.65,0,0,0,0,0,0
international,30,6,14.1,67.82,5.2,88.1,1,0,1,1,1,0
domestic,21,6,23.0,52.98,3.3,,0,0,0,0,0,0
international,30,9,39.4,52.42,3.7,,0,0,0,0,0,0
international,21,1,26.6,91.39,5.2,5.7,0,1,1,1,1,1
international,20,3,25.0,67.0,5.5,93.6,1,1,1,1,1,1
domestic,20,3,13.5,35.56,6.1,4.91,0,1,0,0,0,0
international,23,5,35.2,55.28,7.8,1.1,1,1,0,1,0,1
domestic,20,4,2.1,69.64,3.9,3.32,1,0,1,1,0,0
domestic,26,6,56.3,40.86,3.9,3.95,0,0,0,0,0,0
domestic,27,6,23.0,81.22,8.7,4.48,1,1,1,1,1,1
domestic,25,8,33.6,49.09,6.3,3.28,0,0,0,0,0,0
international,35,9,17.1,30.03,1.7,8.0,0,0,0,0,0,0
domestic,21,6,33.7,62.82,4.6,5.22,0,0,0,0,0,0
domestic,28,2,47.9,36.05,6.3,5.61,0,0,0,0,0,0
domestic,23,2,3.0,43.15,4.3,,0,0,0,0,0,0
international,27,7,10.7,43.64,2.9,3.7,0,0,0,0,0,0
international,26,5,15.0,73.66,2.0,,0,0,1,1,0,0
domestic,25,8,10.2,37.48,1.3,5.42,0,0,0,0,0,0
domestic,23,8,9.1,51.4,4.7,4.66,0,0,0,0,0,0
domestic,32,8,17.8,20.64,1.2,5.14,0,0,0,0,0,0
domestic,25,3,6.9,52.39,6.0,5.08,1,1,0,0,1,0
domestic,23,1,13.5,26.3,4.5,4.9,0,0,0,0,0,0
domestic,34,5,8.5,55.72,5.4,4.8,0,0,0,0,0,0
domestic,29,8,18.6,38.95,5.7,5.75,0,0,0,0,0,0
domestic,26,3,37.2,75.03,7.1,5.71,1,1,1,1,1,1
domestic,33,6,25.0,55.87,5.3,3.57,0,0,0,0,0,0
domestic,32,2,4.0,49.89,2.6,4.09,0,0,0,0,0,0
domestic,22,2,31.9,50.22,4.8,,0,0,0,0,0,0
international,22,3,36.8,85.72,7.7,8.0,1,1,1,1,1,1
domestic,28,5,30.1,76.45,6.8,5.45,1,1,1,1,0,1
international,27,4,16.4,51.59,4.8,1.8,0,0,0,0,1,0
domestic,20,4,5.9,81.35,7.7,4.37,1,1,1,1,1,1
domestic,34,5,12.1,54.51,3.2,,0,0,0,0,0,0
domestic,24,4,19.5,36.13,7.6,4.83,0,1,0,0,0,0
domestic,28,8,20.6,37.18,3.3,3.44,0,0,0,0,0,0
domestic,31,4,16.5,77.06,5.5,3.67,1,1,1,1,1,0
domestic,23,4,45.5,56.85,5.7,3.64,0,1,0,0,0,0
international,22,4,22.0,33.2,3.5,70.8,0,0,0,0,0,0
domestic,22,1,4.9,59.12,6.3,5.17,1,1,0,0,1,1
domestic,21,2,7.3,53.26,5.8,4.17,0,1,0,0,1,0
domestic,23,2,2.2,65.06,4.5,,1,0,0,1,0,0
domestic,28,8,27.5,57.27,2.7,4.98,0,0,0,0,0,0
domestic,34,10,26.8,29.58,5.3,5.04,0,0,0,0,0,0
domestic,26,3,15.8,47.28,3.6,3.95,0,0,0,0,0,0
domestic,23,7,5.7,81.07,5.3,4.17,1,1,1,1,1,1
domestic,31,9,43.4,40.6,5.4,5.93,0,0,0,0,0,0
domestic,23,10,16.5,76.53,6.4,3.67,1,1,1,1,1,1
domestic,22,2,15.5,40.66,3.7,5.42,0,0,0,0,0,0
domestic,21,3,3.1,69.5,6.6,4.66,1,1,1,1,1,1
domestic,36,10,32.0,50.67,3.8,4.36,0,0,0,0,0,0
domestic,22,2,28.6,50.19,6.6,4.57,1,1,0,0,1,0
domestic,23,6,32.0,76.08,5.9,3.57,1,1,1,1,0,1
domestic,20,4,13.8,68.34,2.7,4.52,0,0,0,0,0,0
domestic,24,3,28.7,79.81,5.6,4.26,1,1,1,1,1,1
domestic,25,5,18.3,32.55,3.7,4.87,0,0,0,0,0,0
international,21,6,18.7,57.22,4.4,A,0,0,0,1,0,0
domestic,24,3,12.9,71.6,6.9,5.58,1,1,1,1,1,1
domestic,24,6,5.3,35.36,7.0,4.66,0,1,0,0,0,0
domestic,21,6,4.0,45.91,4.6,3.33,0,0,0,0,0,0
domestic,25,4,21.1,53.94,6.2,5.06,1,1,0,0,1,0
international,30,5,19.0,59.77,4.4,C,0,0,0,1,1,0
international,25,7,24.7,63.96,5.5,51.7,0,0,0,1,1,0
domestic,31,6,4.6,28.13,2.3,3.99,0,0,0,0,0,0
domestic,22,5,5.3,54.15,4.3,4.76,0,0,0,0,0,0
international,26,8,10.4,53.92,4.0,8.6,0,0,0,0,0,0
domestic,22,1,22.2,57.2,8.0,5.6,1,1,0,1,1,1
international,28,7,48.9,53.22,4.4,A,0,0,0,0,0,0
domestic,26,6,22.0,63.69,2.8,4.56,0,0,0,0,0,0
domestic,30,4,6.7,50.27,2.5,4.42,0,0,0,0,0,0
domestic,21,3,5.7,64.87,3.3,3.26,0,0,0,0,0,0
domestic,20,2,4.2,63.18,7.2,4.41,1,1,0,1,1,1
international,20,1,26.8,56.01,7.2,47.4,1,1,0,1,1,1
domestic,27,6,46.2,73.95,6.3,2.52,1,1,1,1,0,1
domestic,21,2,15.5,61.6,4.0,2.7,1,0,0,0,0,0
domestic,22,3,2.8,81.03,2.7,2.74,0,0,1,1,0,1
domestic,31,11,28.8,41.11,3.9,3.46,0,0,0,0,0,0
international,24,5,28.6,52.47,7.5,5.7,1,1,0,1,0,0
domestic,33,10,26.4,26.44,3.2,5.34,0,0,0,0,0,0
domestic,26,9,22.0,30.63,6.4,1.85,0,0,0,0,0,0
domestic,23,3,14.6,19.82,5.0,5.67,0,0,0,0,0,0
domestic,31,9,21.8,35.91,3.6,5.06,0,0,0,0,0,0
international,21,2,21.6,92.62,4.8,B,1,1,1,1,1,1
domestic,26,10,38.9,61.88,5.5,3.93,0,0,0,0,0,0
domestic,23,6,23.8,36.46,4.0,3.37,0,0,0,0,0,0
international,27,8,49.9,65.68,5.1,8.2,0,0,1,1,0,0
domestic,26,6,25.5,72.6,6.4,4.18,0,1,1,1,1,1
international,21,6,25.7,70.05,6.8,C,0,1,1,1,1,1
international,27,6,27.1,84.39,5.9,5.1,1,1,1,1,1,1
domestic,21,3,33.1,57.2,6.6,3.41,1,1,0,0,0,1
domestic,25,6,5.4,61.64,7.5,4.06,1,1,0,1,1,1
domestic,23,1,0.6,48.9,5.1,5.32,0,0,0,0,0,0
domestic,21,3,28.4,43.33,3.6,2.79,0,0,0,0,0,0
domestic,23,7,31.7,52.78,7.2,5.04,1,1,0,0,0,0
international,27,2,14.2,74.03,8.0,2.5,1,1,1,1,1,1
domestic,24,7,34.2,66.68,6.6,3.68,0,1,0,1,0,1
domestic,20,2,26.9,87.53,5.8,5.83,1,1,1,1,1,1
domestic,30,7,4.5,79.07,3.5,4.43,0,0,1,1,0,0
domestic,28,10,15.8,55.08,4.4,4.92,0,0,0,0,0,0
domestic,25,5,22.7,62.14,5.3,,1,0,0,0,0,0
domestic,24,2,8.0,74.72,6.5,4.49,1,1,1,1,1,1
domestic,22,5,19.9,58.69,5.8,5.85,1,1,0,0,0,0
domestic,23,9,12.2,65.22,2.0,3.7,0,0,0,0,0,0
international,24,1,15.8,63.69,5.9,84.5,1,1,0,1,1,1
domestic,23,4,43.4,60.59,4.8,5.59,1,0,0,0,0,0
domestic,29,6,12.1,47.59,4.5,,0,0,0,0,0,0
